epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,precision,recall,mAP@0.5,mAP@0.5-0.95,val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,train_loss,val_loss
161,34435.3,1.01372,1.54821,1.17847,0.87794,0.8553,0.89516,0.54353,1.21669,1.50592,1.22768,0.00453258,0.00453258,0.00453258,10.918815,12.472615
162,34570,1.01804,1.55712,1.19009,0.88541,0.85081,0.89719,0.52491,1.23826,1.54849,1.23575,0.00448106,0.00448106,0.00448106,10.977555,12.689065
163,34705.5,1.02503,1.58206,1.17511,0.89343,0.85535,0.89898,0.52001,1.23636,1.50829,1.23305,0.0044296,0.0044296,0.0044296,11.03245,12.630565
164,34839.5,1.02829,1.55653,1.17715,0.85645,0.86212,0.89855,0.53107,1.22236,1.48185,1.2258,0.00437821,0.00437821,0.00437821,11.03443,12.48825
165,34973.3,1.02493,1.53993,1.18505,0.83006,0.83914,0.84827,0.52466,1.22775,1.48431,1.241,0.00432689,0.00432689,0.00432689,11.00448,12.553935
166,35107.1,1.00683,1.54772,1.17084,0.85494,0.85175,0.87807,0.5296,1.23445,1.50119,1.2412,0.00427565,0.00427565,0.00427565,10.855205,12.621365
167,35242.8,1.0259,1.57219,1.17942,0.8868,0.84242,0.89994,0.5441,1.22765,1.50735,1.2456,0.00422449,0.00422449,0.00422449,11.03557,12.583125
168,35378.4,1.01522,1.54848,1.16813,0.83114,0.83231,0.8746,0.52969,1.21722,1.52102,1.23876,0.00417343,0.00417343,0.00417343,10.914825,12.50831
169,35514.6,1.01455,1.52087,1.16591,0.85164,0.82852,0.87954,0.53444,1.23026,1.50706,1.23522,0.00412246,0.00412246,0.00412246,10.87886,12.58684
170,35649.9,1.00435,1.54284,1.16751,0.79017,0.82962,0.85183,0.52439,1.22068,1.48069,1.22394,0.0040716,0.0040716,0.0040716,10.82673,12.4717
171,35783.2,1.00946,1.52188,1.16243,0.80058,0.83417,0.83262,0.52457,1.21922,1.46324,1.22084,0.00402084,0.00402084,0.00402084,10.836475,12.43865
172,35917.1,1.02311,1.54323,1.16512,0.8344,0.84517,0.86035,0.53112,1.22361,1.48777,1.22138,0.00397019,0.00397019,0.00397019,10.964235,12.496915
173,36053.9,1.01721,1.55227,1.16723,0.86618,0.86512,0.90439,0.53678,1.2335,1.50488,1.22727,0.00391966,0.00391966,0.00391966,10.93219,12.597035
174,36189.4,1.00183,1.52788,1.16417,0.87219,0.84389,0.8979,0.52936,1.23727,1.49205,1.23658,0.00386926,0.00386926,0.00386926,10.78786,12.626445
175,36323,1.00389,1.51734,1.1669,0.85825,0.80309,0.85134,0.51507,1.24813,1.47947,1.2389,0.00381899,0.00381899,0.00381899,10.796865,12.698795
176,36456.8,1.01033,1.50835,1.15787,0.8316,0.81821,0.83757,0.51451,1.24467,1.4752,1.23774,0.00376885,0.00376885,0.00376885,10.82263,12.666835
177,36589.2,0.98585,1.47352,1.16284,0.8502,0.84541,0.87595,0.52332,1.25011,1.49431,1.24101,0.00371885,0.00371885,0.00371885,10.611655,12.73165
178,36722.6,0.99875,1.50611,1.16422,0.82194,0.80146,0.81867,0.51168,1.25834,1.5241,1.25398,0.00366899,0.00366899,0.00366899,10.743065,12.84262
179,36855.7,1.01179,1.53984,1.16289,0.81633,0.80062,0.8222,0.51319,1.25609,1.50686,1.25052,0.00361929,0.00361929,0.00361929,10.8726,12.803315
180,36990.1,1.00721,1.51922,1.1622,0.83086,0.84036,0.8465,0.51486,1.23748,1.48756,1.23247,0.00356975,0.00356975,0.00356975,10.816595,12.617365
181,37124,1.01066,1.51756,1.16896,0.81731,0.83472,0.83997,0.51133,1.23487,1.49229,1.23031,0.00352037,0.00352037,0.00352037,10.85095,12.59928
182,37257.9,1.00764,1.52236,1.15303,0.85866,0.84803,0.8812,0.52331,1.23881,1.48274,1.23318,0.00347115,0.00347115,0.00347115,10.809205,12.623585
183,37391.4,0.98643,1.48886,1.15864,0.86386,0.87272,0.90645,0.53041,1.2354,1.52601,1.22621,0.00342211,0.00342211,0.00342211,10.625045,12.630825
184,37525.1,1.00568,1.50963,1.16915,0.85713,0.87523,0.90616,0.54508,1.22516,1.52459,1.22225,0.00337325,0.00337325,0.00337325,10.805955,12.546665
185,37659.6,0.99701,1.50894,1.15062,0.86266,0.86729,0.90405,0.5399,1.22815,1.53836,1.21825,0.00332457,0.00332457,0.00332457,10.712445,12.57686
186,37793.4,0.99558,1.49337,1.15905,0.87743,0.8582,0.9099,0.54192,1.23194,1.51939,1.2208,0.00327608,0.00327608,0.00327608,10.698795,12.59014
187,37927.4,0.99291,1.51139,1.15798,0.856,0.8629,0.91161,0.54166,1.23329,1.5042,1.21725,0.00322778,0.00322778,0.00322778,10.695185,12.57975
188,38060.3,0.99013,1.484,1.16074,0.84294,0.8665,0.90837,0.53699,1.23796,1.47969,1.22365,0.00317969,0.00317969,0.00317969,10.651085,12.599865
189,38194.6,1.00387,1.51686,1.16024,0.86064,0.85725,0.90564,0.54999,1.23414,1.48626,1.22272,0.0031318,0.0031318,0.0031318,10.786245,12.57639
190,38330.4,0.99268,1.51003,1.15478,0.86631,0.85877,0.90718,0.55088,1.2271,1.47517,1.21517,0.00308412,0.00308412,0.00308412,10.6873,12.501175
191,38464.2,0.98018,1.46279,1.15958,0.87472,0.85358,0.90508,0.55404,1.22278,1.4869,1.21406,0.00303665,0.00303665,0.00303665,10.55351,12.47884
192,38598.6,0.97629,1.46086,1.1478,0.87957,0.82898,0.90257,0.56128,1.2201,1.49176,1.20692,0.00298941,0.00298941,0.00298941,10.504735,12.45289
193,38732.5,0.98373,1.45852,1.15929,0.86876,0.82062,0.89917,0.54808,1.23256,1.50346,1.21157,0.00294239,0.00294239,0.00294239,10.57543,12.565015
194,38867,0.98886,1.4784,1.15774,0.8429,0.83042,0.89621,0.54727,1.23189,1.52235,1.20995,0.00289561,0.00289561,0.00289561,10.63146,12.57645
195,39000.3,0.97608,1.45781,1.14355,0.85869,0.81456,0.89548,0.54642,1.22048,1.50398,1.20852,0.00284906,0.00284906,0.00284906,10.493735,12.47036
196,39133.7,0.97712,1.46384,1.1487,0.85029,0.80989,0.88845,0.54766,1.23288,1.51643,1.21496,0.00280275,0.00280275,0.00280275,10.51529,12.58547
197,39266.6,0.96693,1.43139,1.1428,0.84853,0.81343,0.88354,0.54691,1.2332,1.5256,1.21657,0.00275668,0.00275668,0.00275668,10.397565,12.599455
198,39400.3,0.97731,1.45376,1.14041,0.85205,0.82502,0.89547,0.54874,1.23628,1.5391,1.22012,0.00271087,0.00271087,0.00271087,10.4942,12.64138
199,39533.6,0.9655,1.43,1.14621,0.84059,0.82752,0.8983,0.54924,1.23987,1.53407,1.21938,0.00266532,0.00266532,0.00266532,10.390565,12.662165
200,39667.3,0.97672,1.45782,1.1476,0.81228,0.8598,0.89955,0.54679,1.24733,1.56115,1.2236,0.00262003,0.00262003,0.00262003,10.50462,12.751525
201,39800.6,0.99373,1.46512,1.14872,0.80676,0.84815,0.90456,0.53964,1.24977,1.57616,1.22337,0.002575,0.002575,0.002575,10.641175,12.78449
202,39934.3,0.9747,1.44041,1.14359,0.8578,0.83423,0.90368,0.5477,1.24575,1.52877,1.22062,0.00253024,0.00253024,0.00253024,10.466045,12.702825
203,40069.3,0.96618,1.4458,1.1456,0.87671,0.82983,0.90139,0.55018,1.23026,1.48789,1.2131,0.00248577,0.00248577,0.00248577,10.41055,12.53449
204,40202.8,0.99175,1.45231,1.13374,0.87228,0.84403,0.90777,0.55307,1.22278,1.46761,1.20827,0.00244157,0.00244157,0.00244157,10.591045,12.450865
205,40337.3,0.97065,1.44133,1.1394,0.87103,0.84619,0.9078,0.54974,1.2257,1.47304,1.21482,0.00239766,0.00239766,0.00239766,10.430305,12.48802
206,40471.3,0.95273,1.40058,1.13016,0.8635,0.85288,0.90661,0.55067,1.21784,1.46337,1.21374,0.00235404,0.00235404,0.00235404,10.241295,12.41778
207,40604.4,0.97521,1.44584,1.13781,0.85322,0.86049,0.91043,0.55634,1.21032,1.4437,1.2065,0.00231071,0.00231071,0.00231071,10.46663,12.33085
208,40737.3,0.97937,1.43504,1.13322,0.83654,0.84811,0.90409,0.56019,1.20366,1.45827,1.20608,0.00226769,0.00226769,0.00226769,10.480145,12.29484
209,40871,0.95226,1.4114,1.13781,0.83114,0.87242,0.91058,0.55537,1.20629,1.43995,1.2078,0.00222497,0.00222497,0.00222497,10.260065,12.298825
210,41005.3,0.98096,1.4469,1.15011,0.84743,0.87168,0.91023,0.5424,1.21395,1.43507,1.21043,0.00218256,0.00218256,0.00218256,10.529265,12.35534
211,41138.7,0.96339,1.44237,1.13894,0.83656,0.86532,0.90459,0.54181,1.21792,1.44416,1.2121,0.00214046,0.00214046,0.00214046,10.376205,12.39671
212,41272.2,0.95875,1.42985,1.14921,0.82129,0.8612,0.88924,0.54063,1.21861,1.43731,1.21045,0.00209869,0.00209869,0.00209869,10.34429,12.39256
213,41406.9,0.97066,1.44642,1.14291,0.84194,0.85652,0.89449,0.53632,1.21816,1.45104,1.21132,0.00205723,0.00205723,0.00205723,10.440735,12.40422
214,41540.7,0.96711,1.41711,1.1324,0.865,0.85735,0.9079,0.54265,1.21528,1.45567,1.20998,0.00201611,0.00201611,0.00201611,10.369035,12.38524
215,41674.5,0.96578,1.4357,1.14425,0.86299,0.8515,0.90182,0.54322,1.21782,1.44816,1.21221,0.00197532,0.00197532,0.00197532,10.395425,12.400125
216,41807.9,0.95246,1.39238,1.12981,0.86307,0.85211,0.9009,0.53827,1.22418,1.46104,1.21373,0.00193486,0.00193486,0.00193486,10.230545,12.462985
217,41941.6,0.95236,1.38295,1.12889,0.8647,0.84397,0.90027,0.53974,1.22239,1.46966,1.2145,0.00189475,0.00189475,0.00189475,10.218985,12.459335
218,42074.7,0.98025,1.43699,1.13796,0.87145,0.84395,0.9035,0.54571,1.21684,1.47622,1.21038,0.00185498,0.00185498,0.00185498,10.495805,12.41809
219,42207.5,0.94092,1.38262,1.12595,0.86596,0.85444,0.90278,0.54044,1.21246,1.4695,1.20978,0.00181557,0.00181557,0.00181557,10.128445,12.37762
220,42341.1,0.97415,1.43557,1.14127,0.86906,0.84038,0.90193,0.54457,1.21205,1.47976,1.21074,0.00177651,0.00177651,0.00177651,10.4536,12.386245
221,42474.7,0.96731,1.42742,1.13283,0.87456,0.85357,0.90929,0.55125,1.2147,1.47658,1.21085,0.0017378,0.0017378,0.0017378,10.38149,12.403105
222,42608.4,0.9483,1.39507,1.11999,0.86952,0.85057,0.91064,0.553,1.21175,1.47555,1.20816,0.00169946,0.00169946,0.00169946,10.187305,12.375915
223,42742.5,0.95648,1.40242,1.12632,0.8505,0.85548,0.91052,0.55415,1.20776,1.4694,1.20709,0.00166149,0.00166149,0.00166149,10.2655,12.338235
224,42876.1,0.9591,1.402,1.13206,0.84779,0.86975,0.90767,0.55094,1.20858,1.4574,1.21002,0.00162389,0.00162389,0.00162389,10.29334,12.33678
225,43009.1,0.94707,1.39549,1.12433,0.85539,0.86947,0.9073,0.54467,1.21056,1.45649,1.20975,0.00158667,0.00158667,0.00158667,10.18501,12.350315
226,43142.5,0.95641,1.43034,1.13874,0.84897,0.8684,0.90319,0.54321,1.21198,1.44922,1.20754,0.00154982,0.00154982,0.00154982,10.311525,12.35038
227,43275.8,0.93816,1.38972,1.11878,0.85895,0.87661,0.90811,0.54718,1.21267,1.45197,1.20814,0.00151336,0.00151336,0.00151336,10.10409,12.359205
228,43409.2,0.93496,1.38722,1.12718,0.84761,0.87146,0.90205,0.54477,1.21244,1.45049,1.20945,0.00147729,0.00147729,0.00147729,10.09019,12.357965
229,43543.1,0.94633,1.36941,1.12439,0.86126,0.8742,0.90472,0.54471,1.2143,1.45209,1.20873,0.00144161,0.00144161,0.00144161,10.15347,12.372435
230,43677.6,0.97207,1.40517,1.1407,0.85475,0.87995,0.90278,0.54417,1.21968,1.45104,1.20999,0.00140632,0.00140632,0.00140632,10.406745,12.413625
231,43811,0.95208,1.396,1.13134,0.85713,0.86625,0.9039,0.54287,1.22107,1.45214,1.20907,0.00137143,0.00137143,0.00137143,10.23361,12.42377
232,43945,0.93018,1.36522,1.12339,0.86012,0.8564,0.90173,0.53981,1.2217,1.45376,1.20862,0.00133695,0.00133695,0.00133695,10.026655,12.42944
233,44079.3,0.9189,1.35522,1.12561,0.85395,0.83766,0.89021,0.53898,1.22265,1.45891,1.20782,0.00130287,0.00130287,0.00130287,9.935385,12.440515
234,44213.3,0.95581,1.36523,1.13306,0.85162,0.84814,0.88043,0.53078,1.22237,1.4526,1.20801,0.00126921,0.00126921,0.00126921,10.233395,12.43239
235,44347.6,0.93353,1.3785,1.12713,0.8506,0.87862,0.90292,0.54163,1.21849,1.44836,1.20536,0.00123596,0.00123596,0.00123596,10.07067,12.395075
236,44482.2,0.94131,1.3855,1.12578,0.84569,0.87709,0.89972,0.54164,1.21491,1.44105,1.20216,0.00120313,0.00120313,0.00120313,10.133995,12.356115
237,44615.5,0.94515,1.37924,1.1194,0.85117,0.8692,0.89831,0.53957,1.21752,1.43897,1.20234,0.00117072,0.00117072,0.00117072,10.146965,12.37388
238,44749.7,0.94585,1.38339,1.11851,0.84407,0.87403,0.88892,0.53575,1.219,1.43667,1.20292,0.00113873,0.00113873,0.00113873,10.15503,12.38355
239,44883.1,0.94336,1.38127,1.12202,0.85772,0.8691,0.9041,0.53925,1.21852,1.44164,1.20212,0.00110718,0.00110718,0.00110718,10.1395,12.38372
240,45017.3,0.93132,1.35845,1.12089,0.86252,0.8607,0.90481,0.54089,1.22072,1.4477,1.20256,0.00107605,0.00107605,0.00107605,10.024685,12.40694
241,45151.4,0.93933,1.36735,1.11802,0.85543,0.86164,0.89579,0.53518,1.22387,1.45355,1.20553,0.00104537,0.00104537,0.00104537,10.089355,12.44087
242,45285.5,0.93349,1.35344,1.11422,0.86335,0.85895,0.90082,0.5343,1.22434,1.45956,1.20629,0.00101512,0.00101512,0.00101512,10.025945,12.451545
